participant,slider.response,scale,label,item_type,item_no,correct_option,AC_correct,AC_no_correct,AC_outcome,literacy,ageResp.text,genderResp1.response,edu_slider.response,total_duration
50,0.502505786,extend,label,﻿E,28,NA,NA,3,FAIL,23,67,Woman,Undergraduate degree (BA/BSc/other),580.3328
50,0.907663519,trunc,label,﻿E,24,NA,NA,3,FAIL,23,67,Woman,Undergraduate degree (BA/BSc/other),580.3328
50,0.942814083,trunc,label,﻿E,39,NA,NA,3,FAIL,23,67,Woman,Undergraduate degree (BA/BSc/other),580.3328
50,0.994615193,trunc,blank,﻿E,46,NA,NA,3,FAIL,23,67,Woman,Undergraduate degree (BA/BSc/other),580.3328
50,0.5,extend,blank,﻿AC,50,0,FALSE,3,FAIL,23,67,Woman,Undergraduate degree (BA/BSc/other),580.3328
50,0.53210642,extend,blank,﻿E,30,NA,NA,3,FAIL,23,67,Woman,Undergraduate degree (BA/BSc/other),580.3328
50,0.92616384,trunc,blank,﻿E,13,NA,NA,3,FAIL,23,67,Woman,Undergraduate degree (BA/BSc/other),580.3328
50,0.942814083,trunc,label,﻿E,27,NA,NA,3,FAIL,23,67,Woman,Undergraduate degree (BA/BSc/other),580.3328
50,0.489555547,extend,blank,﻿E,21,NA,NA,3,FAIL,23,67,Woman,Undergraduate degree (BA/BSc/other),580.3328
50,0.484005465,extend,blank,﻿E,6,NA,NA,3,FAIL,23,67,Woman,Undergraduate degree (BA/BSc/other),580.3328
50,1,trunc,blank,﻿AC,51,0.5,FALSE,3,FAIL,23,67,Woman,Undergraduate degree (BA/BSc/other),580.3328
50,0.502505786,extend,label,﻿E,23,NA,NA,3,FAIL,23,67,Woman,Undergraduate degree (BA/BSc/other),580.3328
50,0.959464478,trunc,blank,﻿E,41,NA,NA,3,FAIL,23,67,Woman,Undergraduate degree (BA/BSc/other),580.3328
50,0.959464478,trunc,blank,﻿E,29,NA,NA,3,FAIL,23,67,Woman,Undergraduate degree (BA/BSc/other),580.3328
50,0.435904662,extend,label,﻿E,16,NA,NA,3,FAIL,23,67,Woman,Undergraduate degree (BA/BSc/other),580.3328
50,0.439604666,extend,blank,﻿E,38,NA,NA,3,FAIL,23,67,Woman,Undergraduate degree (BA/BSc/other),580.3328
50,0.902113438,trunc,label,﻿E,8,NA,NA,3,FAIL,23,67,Woman,Undergraduate degree (BA/BSc/other),580.3328
50,0.472905303,extend,label,﻿E,47,NA,NA,3,FAIL,23,67,Woman,Undergraduate degree (BA/BSc/other),580.3328
50,0.929863844,trunc,label,﻿E,12,NA,NA,3,FAIL,23,67,Woman,Undergraduate degree (BA/BSc/other),580.3328
50,0.496955705,extend,label,﻿E,11,NA,NA,3,FAIL,23,67,Woman,Undergraduate degree (BA/BSc/other),580.3328
50,0,trunc,label,﻿AC,49,0,TRUE,3,FAIL,23,67,Woman,Undergraduate degree (BA/BSc/other),580.3328
50,0.898413283,trunc,blank,﻿E,22,NA,NA,3,FAIL,23,67,Woman,Undergraduate degree (BA/BSc/other),580.3328
50,0.550606741,extend,label,﻿E,19,NA,NA,3,FAIL,23,67,Woman,Undergraduate degree (BA/BSc/other),580.3328
51,0.542592593,extend,label,﻿E,40,NA,NA,2,FAIL,25,37,Man,High school diploma/A-levels,619.7252
51,0.975925926,trunc,label,﻿E,48,NA,NA,2,FAIL,25,37,Man,High school diploma/A-levels,619.7252
51,0.959259259,trunc,blank,﻿E,17,NA,NA,2,FAIL,25,37,Man,High school diploma/A-levels,619.7252
51,0.596296296,extend,label,﻿E,4,NA,NA,2,FAIL,25,37,Man,High school diploma/A-levels,619.7252
51,1,trunc,label,﻿AC,53,1,TRUE,2,FAIL,25,37,Man,High school diploma/A-levels,619.7252
51,0.733333333,extend,blank,﻿E,18,NA,NA,2,FAIL,25,37,Man,High school diploma/A-levels,619.7252
51,0.957407407,trunc,label,﻿E,20,NA,NA,2,FAIL,25,37,Man,High school diploma/A-levels,619.7252
51,0.5,extend,label,﻿AC,52,0.5,TRUE,2,FAIL,25,37,Man,High school diploma/A-levels,619.7252
51,0.87037037,trunc,blank,﻿E,5,NA,NA,2,FAIL,25,37,Man,High school diploma/A-levels,619.7252
51,0.662962963,extend,blank,﻿E,30,NA,NA,2,FAIL,25,37,Man,High school diploma/A-levels,619.7252
51,0.5,extend,blank,﻿AC,54,1,FALSE,2,FAIL,25,37,Man,High school diploma/A-levels,619.7252
51,0.988888889,trunc,blank,﻿E,22,NA,NA,2,FAIL,25,37,Man,High school diploma/A-levels,619.7252
51,0.983333333,trunc,blank,﻿E,29,NA,NA,2,FAIL,25,37,Man,High school diploma/A-levels,619.7252
51,0.531481481,extend,label,﻿E,28,NA,NA,2,FAIL,25,37,Man,High school diploma/A-levels,619.7252
51,0.992592593,trunc,label,﻿E,24,NA,NA,2,FAIL,25,37,Man,High school diploma/A-levels,619.7252
51,0.977777778,trunc,blank,﻿E,46,NA,NA,2,FAIL,25,37,Man,High school diploma/A-levels,619.7252
51,0.52962963,extend,label,﻿E,16,NA,NA,2,FAIL,25,37,Man,High school diploma/A-levels,619.7252
51,0.546296296,extend,blank,﻿E,38,NA,NA,2,FAIL,25,37,Man,High school diploma/A-levels,619.7252
51,0.546296296,extend,label,﻿E,47,NA,NA,2,FAIL,25,37,Man,High school diploma/A-levels,619.7252
51,0.992592593,trunc,label,﻿E,32,NA,NA,2,FAIL,25,37,Man,High school diploma/A-levels,619.7252
51,0.983333333,trunc,label,﻿E,12,NA,NA,2,FAIL,25,37,Man,High school diploma/A-levels,619.7252
51,0.977777778,trunc,label,﻿E,8,NA,NA,2,FAIL,25,37,Man,High school diploma/A-levels,619.7252
51,0.614814815,extend,blank,﻿E,6,NA,NA,2,FAIL,25,37,Man,High school diploma/A-levels,619.7252
51,1,trunc,blank,﻿AC,51,0.5,FALSE,2,FAIL,25,37,Man,High school diploma/A-levels,619.7252
51,0.490740741,extend,blank,﻿E,33,NA,NA,2,FAIL,25,37,Man,High school diploma/A-levels,619.7252
51,0.531481481,extend,blank,﻿E,2,NA,NA,2,FAIL,25,37,Man,High school diploma/A-levels,619.7252
51,0.511111111,extend,blank,﻿E,26,NA,NA,2,FAIL,25,37,Man,High school diploma/A-levels,619.7252
51,0.964814815,trunc,label,﻿E,44,NA,NA,2,FAIL,25,37,Man,High school diploma/A-levels,619.7252
51,0.509259259,extend,label,﻿E,7,NA,NA,2,FAIL,25,37,Man,High school diploma/A-levels,619.7252
51,0.962962963,trunc,blank,﻿E,25,NA,NA,2,FAIL,25,37,Man,High school diploma/A-levels,619.7252
51,0.974074074,trunc,blank,﻿E,1,NA,NA,2,FAIL,25,37,Man,High school diploma/A-levels,619.7252
51,0.974074074,trunc,blank,﻿E,37,NA,NA,2,FAIL,25,37,Man,High school diploma/A-levels,619.7252
51,0.475925926,extend,blank,﻿E,21,NA,NA,2,FAIL,25,37,Man,High school diploma/A-levels,619.7252
51,0.527777778,extend,label,﻿E,31,NA,NA,2,FAIL,25,37,Man,High school diploma/A-levels,619.7252
51,0.472222222,extend,blank,﻿E,9,NA,NA,2,FAIL,25,37,Man,High school diploma/A-levels,619.7252
51,0.942592593,trunc,label,﻿E,39,NA,NA,2,FAIL,25,37,Man,High school diploma/A-levels,619.7252
51,0.52037037,extend,blank,﻿E,14,NA,NA,2,FAIL,25,37,Man,High school diploma/A-levels,619.7252
51,1,trunc,blank,﻿E,10,NA,NA,2,FAIL,25,37,Man,High school diploma/A-levels,619.7252
51,0.981481481,trunc,blank,﻿E,34,NA,NA,2,FAIL,25,37,Man,High school diploma/A-levels,619.7252
51,0.972222222,trunc,label,﻿E,3,NA,NA,2,FAIL,25,37,Man,High school diploma/A-levels,619.7252
51,0.538888889,extend,label,﻿E,23,NA,NA,2,FAIL,25,37,Man,High school diploma/A-levels,619.7252
51,0.538888889,extend,label,﻿E,43,NA,NA,2,FAIL,25,37,Man,High school diploma/A-levels,619.7252
51,0.5,extend,blank,﻿AC,50,0,FALSE,2,FAIL,25,37,Man,High school diploma/A-levels,619.7252
51,0.996296296,trunc,blank,﻿E,13,NA,NA,2,FAIL,25,37,Man,High school diploma/A-levels,619.7252
51,0.625925926,extend,blank,﻿E,42,NA,NA,2,FAIL,25,37,Man,High school diploma/A-levels,619.7252
51,0.975925926,trunc,label,﻿E,36,NA,NA,2,FAIL,25,37,Man,High school diploma/A-levels,619.7252
51,0.996296296,trunc,blank,﻿E,41,NA,NA,2,FAIL,25,37,Man,High school diploma/A-levels,619.7252
51,0.959259259,trunc,label,﻿E,15,NA,NA,2,FAIL,25,37,Man,High school diploma/A-levels,619.7252
51,0.992592593,trunc,label,﻿E,27,NA,NA,2,FAIL,25,37,Man,High school diploma/A-levels,619.7252
51,0.664814815,extend,label,﻿E,19,NA,NA,2,FAIL,25,37,Man,High school diploma/A-levels,619.7252
51,0.461111111,extend,label,﻿E,11,NA,NA,2,FAIL,25,37,Man,High school diploma/A-levels,619.7252
51,0.383333333,extend,blank,﻿E,45,NA,NA,2,FAIL,25,37,Man,High school diploma/A-levels,619.7252
51,0.546296296,extend,label,﻿E,35,NA,NA,2,FAIL,25,37,Man,High school diploma/A-levels,619.7252
51,1,trunc,label,﻿AC,49,0,FALSE,2,FAIL,25,37,Man,High school diploma/A-levels,619.7252
52,0.588888889,extend,blank,﻿E,21,NA,NA,6,PASS,20,40,Man,Undergraduate degree (BA/BSc/other),627.6332
52,0.603703704,trunc,label,﻿E,27,NA,NA,6,PASS,20,40,Man,Undergraduate degree (BA/BSc/other),627.6332
52,1,extend,blank,﻿AC,54,1,TRUE,6,PASS,20,40,Man,Undergraduate degree (BA/BSc/other),627.6332
52,0.951851852,trunc,blank,﻿E,37,NA,NA,6,PASS,20,40,Man,Undergraduate degree (BA/BSc/other),627.6332
52,0.631481481,extend,blank,﻿E,6,NA,NA,6,PASS,20,40,Man,Undergraduate degree (BA/BSc/other),627.6332
52,1,trunc,label,﻿E,8,NA,NA,6,PASS,20,40,Man,Undergraduate degree (BA/BSc/other),627.6332
52,0.612962963,extend,label,﻿E,7,NA,NA,6,PASS,20,40,Man,Undergraduate degree (BA/BSc/other),627.6332
52,0.627777778,extend,blank,﻿E,9,NA,NA,6,PASS,20,40,Man,Undergraduate degree (BA/BSc/other),627.6332
52,0.994444444,trunc,blank,﻿E,22,NA,NA,6,PASS,20,40,Man,Undergraduate degree (BA/BSc/other),627.6332
52,0.540740741,extend,label,﻿E,35,NA,NA,6,PASS,20,40,Man,Undergraduate degree (BA/BSc/other),627.6332
52,0.625925926,extend,blank,﻿E,45,NA,NA,6,PASS,20,40,Man,Undergraduate degree (BA/BSc/other),627.6332
52,0.592592593,extend,label,﻿E,16,NA,NA,6,PASS,20,40,Man,Undergraduate degree (BA/BSc/other),627.6332
52,0.92962963,trunc,label,﻿E,3,NA,NA,6,PASS,20,40,Man,Undergraduate degree (BA/BSc/other),627.6332
52,0.596296296,extend,label,﻿E,28,NA,NA,6,PASS,20,40,Man,Undergraduate degree (BA/BSc/other),627.6332
52,0.642592593,extend,blank,﻿E,14,NA,NA,6,PASS,20,40,Man,Undergraduate degree (BA/BSc/other),627.6332
52,0.996296296,trunc,blank,﻿E,10,NA,NA,6,PASS,20,40,Man,Undergraduate degree (BA/BSc/other),627.6332
52,0.572222222,extend,label,﻿E,23,NA,NA,6,PASS,20,40,Man,Undergraduate degree (BA/BSc/other),627.6332
52,0.614814815,extend,blank,﻿E,38,NA,NA,6,PASS,20,40,Man,Undergraduate degree (BA/BSc/other),627.6332
52,0.640740741,extend,blank,﻿E,2,NA,NA,6,PASS,20,40,Man,Undergraduate degree (BA/BSc/other),627.6332
52,0.612962963,extend,label,﻿E,31,NA,NA,6,PASS,20,40,Man,Undergraduate degree (BA/BSc/other),627.6332
52,0.994444444,trunc,blank,﻿E,29,NA,NA,6,PASS,20,40,Man,Undergraduate degree (BA/BSc/other),627.6332
52,1,trunc,label,﻿AC,53,1,TRUE,6,PASS,20,40,Man,Undergraduate degree (BA/BSc/other),627.6332
52,0.594444444,extend,label,﻿E,40,NA,NA,6,PASS,20,40,Man,Undergraduate degree (BA/BSc/other),627.6332
52,0.992592593,trunc,label,﻿E,32,NA,NA,6,PASS,20,40,Man,Undergraduate degree (BA/BSc/other),627.6332
52,0.640740741,extend,blank,﻿E,18,NA,NA,6,PASS,20,40,Man,Undergraduate degree (BA/BSc/other),627.6332
52,0.709259259,extend,label,﻿E,19,NA,NA,6,PASS,20,40,Man,Undergraduate degree (BA/BSc/other),627.6332
52,0,trunc,label,﻿AC,49,0,TRUE,6,PASS,20,40,Man,Undergraduate degree (BA/BSc/other),627.6332
52,0,extend,blank,﻿AC,50,0,TRUE,6,PASS,20,40,Man,Undergraduate degree (BA/BSc/other),627.6332
52,0.996296296,trunc,blank,﻿E,17,NA,NA,6,PASS,20,40,Man,Undergraduate degree (BA/BSc/other),627.6332
52,0.996296296,trunc,blank,﻿E,46,NA,NA,6,PASS,20,40,Man,Undergraduate degree (BA/BSc/other),627.6332
52,0.994444444,trunc,label,﻿E,36,NA,NA,6,PASS,20,40,Man,Undergraduate degree (BA/BSc/other),627.6332
52,0.57037037,extend,label,﻿E,11,NA,NA,6,PASS,20,40,Man,Undergraduate degree (BA/BSc/other),627.6332
52,0.646296296,extend,blank,﻿E,33,NA,NA,6,PASS,20,40,Man,Undergraduate degree (BA/BSc/other),627.6332
52,0.992592593,trunc,blank,﻿E,41,NA,NA,6,PASS,20,40,Man,Undergraduate degree (BA/BSc/other),627.6332
52,0.590740741,extend,blank,﻿E,26,NA,NA,6,PASS,20,40,Man,Undergraduate degree (BA/BSc/other),627.6332
52,0.996296296,trunc,blank,﻿E,34,NA,NA,6,PASS,20,40,Man,Undergraduate degree (BA/BSc/other),627.6332
52,0.996296296,trunc,label,﻿E,20,NA,NA,6,PASS,20,40,Man,Undergraduate degree (BA/BSc/other),627.6332
52,0.5,extend,label,﻿AC,52,0.5,TRUE,6,PASS,20,40,Man,Undergraduate degree (BA/BSc/other),627.6332
52,0.944444444,trunc,blank,﻿E,1,NA,NA,6,PASS,20,40,Man,Undergraduate degree (BA/BSc/other),627.6332
52,0.998148148,trunc,label,﻿E,48,NA,NA,6,PASS,20,40,Man,Undergraduate degree (BA/BSc/other),627.6332
52,0.690740741,extend,label,﻿E,43,NA,NA,6,PASS,20,40,Man,Undergraduate degree (BA/BSc/other),627.6332
52,0.690740741,extend,blank,﻿E,30,NA,NA,6,PASS,20,40,Man,Undergraduate degree (BA/BSc/other),627.6332
52,0.994444444,trunc,label,﻿E,39,NA,NA,6,PASS,20,40,Man,Undergraduate degree (BA/BSc/other),627.6332
52,0.994444444,trunc,blank,﻿E,25,NA,NA,6,PASS,20,40,Man,Undergraduate degree (BA/BSc/other),627.6332
52,0.994444444,trunc,blank,﻿E,13,NA,NA,6,PASS,20,40,Man,Undergraduate degree (BA/BSc/other),627.6332
52,0.672222222,extend,label,﻿E,4,NA,NA,6,PASS,20,40,Man,Undergraduate degree (BA/BSc/other),627.6332
52,0.957407407,trunc,label,﻿E,15,NA,NA,6,PASS,20,40,Man,Undergraduate degree (BA/BSc/other),627.6332
52,0.5,trunc,blank,﻿AC,51,0.5,TRUE,6,PASS,20,40,Man,Undergraduate degree (BA/BSc/other),627.6332
52,0.572222222,extend,blank,﻿E,42,NA,NA,6,PASS,20,40,Man,Undergraduate degree (BA/BSc/other),627.6332
52,0.992592593,trunc,label,﻿E,44,NA,NA,6,PASS,20,40,Man,Undergraduate degree (BA/BSc/other),627.6332
52,0.998148148,trunc,label,﻿E,24,NA,NA,6,PASS,20,40,Man,Undergraduate degree (BA/BSc/other),627.6332
52,0.97037037,trunc,blank,﻿E,5,NA,NA,6,PASS,20,40,Man,Undergraduate degree (BA/BSc/other),627.6332
52,0.97037037,trunc,label,﻿E,12,NA,NA,6,PASS,20,40,Man,Undergraduate degree (BA/BSc/other),627.6332
52,0.574074074,extend,label,﻿E,47,NA,NA,6,PASS,20,40,Man,Undergraduate degree (BA/BSc/other),627.6332
53,0.907407407,trunc,label,﻿E,36,NA,NA,2,FAIL,25,54,Man,Undergraduate degree (BA/BSc/other),663.4874
53,0.411111196,extend,blank,﻿E,6,NA,NA,2,FAIL,25,54,Man,Undergraduate degree (BA/BSc/other),663.4874
53,0.598148205,extend,label,﻿E,35,NA,NA,2,FAIL,25,54,Man,Undergraduate degree (BA/BSc/other),663.4874
53,0.496296353,extend,label,﻿E,40,NA,NA,2,FAIL,25,54,Man,Undergraduate degree (BA/BSc/other),663.4874
53,0.481481481,extend,label,﻿E,19,NA,NA,2,FAIL,25,54,Man,Undergraduate degree (BA/BSc/other),663.4874
53,0.922222279,trunc,blank,﻿E,5,NA,NA,2,FAIL,25,54,Man,Undergraduate degree (BA/BSc/other),663.4874
53,0.959259316,trunc,label,﻿E,12,NA,NA,2,FAIL,25,54,Man,Undergraduate degree (BA/BSc/other),663.4874
53,0.5,extend,blank,﻿AC,54,1,FALSE,2,FAIL,25,54,Man,Undergraduate degree (BA/BSc/other),663.4874
53,0.675925926,extend,blank,﻿E,30,NA,NA,2,FAIL,25,54,Man,Undergraduate degree (BA/BSc/other),663.4874
53,0.401851937,extend,blank,﻿E,9,NA,NA,2,FAIL,25,54,Man,Undergraduate degree (BA/BSc/other),663.4874
53,0.505555612,extend,blank,﻿E,2,NA,NA,2,FAIL,25,54,Man,Undergraduate degree (BA/BSc/other),663.4874
53,0.505555612,extend,blank,﻿E,14,NA,NA,2,FAIL,25,54,Man,Undergraduate degree (BA/BSc/other),663.4874
53,0.575925898,extend,label,﻿E,23,NA,NA,2,FAIL,25,54,Man,Undergraduate degree (BA/BSc/other),663.4874
53,0.974074046,trunc,blank,﻿E,25,NA,NA,2,FAIL,25,54,Man,Undergraduate degree (BA/BSc/other),663.4874
53,0.966666751,trunc,blank,﻿E,41,NA,NA,2,FAIL,25,54,Man,Undergraduate degree (BA/BSc/other),663.4874
53,0.5,extend,label,﻿AC,52,0.5,TRUE,2,FAIL,25,54,Man,Undergraduate degree (BA/BSc/other),663.4874
53,1,trunc,label,﻿AC,53,1,TRUE,2,FAIL,25,54,Man,Undergraduate degree (BA/BSc/other),663.4874
53,0.399999972,extend,blank,﻿E,38,NA,NA,2,FAIL,25,54,Man,Undergraduate degree (BA/BSc/other),663.4874
53,0.975926011,trunc,blank,﻿E,46,NA,NA,2,FAIL,25,54,Man,Undergraduate degree (BA/BSc/other),663.4874
53,1,trunc,label,﻿AC,49,0,FALSE,2,FAIL,25,54,Man,Undergraduate degree (BA/BSc/other),663.4874
53,0.3648149,extend,blank,﻿E,45,NA,NA,2,FAIL,25,54,Man,Undergraduate degree (BA/BSc/other),663.4874
53,0.979629658,trunc,blank,﻿E,10,NA,NA,2,FAIL,25,54,Man,Undergraduate degree (BA/BSc/other),663.4874
53,0.661111196,extend,blank,﻿E,33,NA,NA,2,FAIL,25,54,Man,Undergraduate degree (BA/BSc/other),663.4874
53,0.538888861,extend,blank,﻿E,42,NA,NA,2,FAIL,25,54,Man,Undergraduate degree (BA/BSc/other),663.4874
53,0.625925982,extend,label,﻿E,47,NA,NA,2,FAIL,25,54,Man,Undergraduate degree (BA/BSc/other),663.4874
53,0.546296296,extend,label,﻿E,11,NA,NA,2,FAIL,25,54,Man,Undergraduate degree (BA/BSc/other),663.4874
53,0.514814871,extend,label,﻿E,4,NA,NA,2,FAIL,25,54,Man,Undergraduate degree (BA/BSc/other),663.4874
53,0.509259259,extend,blank,﻿E,18,NA,NA,2,FAIL,25,54,Man,Undergraduate degree (BA/BSc/other),663.4874
53,0.968518575,trunc,blank,﻿E,37,NA,NA,2,FAIL,25,54,Man,Undergraduate degree (BA/BSc/other),663.4874
53,0.968518575,trunc,label,﻿E,48,NA,NA,2,FAIL,25,54,Man,Undergraduate degree (BA/BSc/other),663.4874
53,0.983333305,trunc,label,﻿E,20,NA,NA,2,FAIL,25,54,Man,Undergraduate degree (BA/BSc/other),663.4874
53,0.700000057,extend,label,﻿E,43,NA,NA,2,FAIL,25,54,Man,Undergraduate degree (BA/BSc/other),663.4874
53,0.990740741,trunc,label,﻿E,8,NA,NA,2,FAIL,25,54,Man,Undergraduate degree (BA/BSc/other),663.4874
53,0.990740741,trunc,blank,﻿E,13,NA,NA,2,FAIL,25,54,Man,Undergraduate degree (BA/BSc/other),663.4874
53,0.457407492,extend,label,﻿E,16,NA,NA,2,FAIL,25,54,Man,Undergraduate degree (BA/BSc/other),663.4874
53,0.962962963,trunc,label,﻿E,44,NA,NA,2,FAIL,25,54,Man,Undergraduate degree (BA/BSc/other),663.4874
53,0.972222222,trunc,label,﻿E,27,NA,NA,2,FAIL,25,54,Man,Undergraduate degree (BA/BSc/other),663.4874
53,0.972222222,trunc,blank,﻿E,1,NA,NA,2,FAIL,25,54,Man,Undergraduate degree (BA/BSc/other),663.4874
53,0.972222222,trunc,label,﻿E,32,NA,NA,2,FAIL,25,54,Man,Undergraduate degree (BA/BSc/other),663.4874
53,0.5,extend,blank,﻿AC,50,0,FALSE,2,FAIL,25,54,Man,Undergraduate degree (BA/BSc/other),663.4874
53,0.514814871,extend,blank,﻿E,21,NA,NA,2,FAIL,25,54,Man,Undergraduate degree (BA/BSc/other),663.4874
53,0.979629658,trunc,blank,﻿E,17,NA,NA,2,FAIL,25,54,Man,Undergraduate degree (BA/BSc/other),663.4874
53,0.979629658,trunc,blank,﻿E,22,NA,NA,2,FAIL,25,54,Man,Undergraduate degree (BA/BSc/other),663.4874
53,0.977777834,trunc,label,﻿E,15,NA,NA,2,FAIL,25,54,Man,Undergraduate degree (BA/BSc/other),663.4874
53,0.475926011,extend,label,﻿E,28,NA,NA,2,FAIL,25,54,Man,Undergraduate degree (BA/BSc/other),663.4874
53,0.374074159,extend,label,﻿E,7,NA,NA,2,FAIL,25,54,Man,Undergraduate degree (BA/BSc/other),663.4874
53,0.587037122,extend,blank,﻿E,26,NA,NA,2,FAIL,25,54,Man,Undergraduate degree (BA/BSc/other),663.4874
53,0.953703704,trunc,blank,﻿E,34,NA,NA,2,FAIL,25,54,Man,Undergraduate degree (BA/BSc/other),663.4874
53,0.975926011,trunc,blank,﻿E,29,NA,NA,2,FAIL,25,54,Man,Undergraduate degree (BA/BSc/other),663.4874
53,0.988888917,trunc,label,﻿E,24,NA,NA,2,FAIL,25,54,Man,Undergraduate degree (BA/BSc/other),663.4874
53,1,trunc,blank,﻿AC,51,0.5,FALSE,2,FAIL,25,54,Man,Undergraduate degree (BA/BSc/other),663.4874
53,0.801851908,trunc,label,﻿E,3,NA,NA,2,FAIL,25,54,Man,Undergraduate degree (BA/BSc/other),663.4874
53,0.488888917,extend,label,﻿E,31,NA,NA,2,FAIL,25,54,Man,Undergraduate degree (BA/BSc/other),663.4874
53,0.874074159,trunc,label,﻿E,39,NA,NA,2,FAIL,25,54,Man,Undergraduate degree (BA/BSc/other),663.4874
54,0.424074102,trunc,blank,﻿E,10,NA,NA,6,PASS,19,53,Woman,Secondary education (e.g. GED/GCSE),683.5944
54,0.279629601,trunc,blank,﻿E,17,NA,NA,6,PASS,19,53,Woman,Secondary education (e.g. GED/GCSE),683.5944
54,0.5,extend,label,﻿AC,52,0.5,TRUE,6,PASS,19,53,Woman,Secondary education (e.g. GED/GCSE),683.5944
54,0.79814812,extend,label,﻿E,43,NA,NA,6,PASS,19,53,Woman,Secondary education (e.g. GED/GCSE),683.5944
54,0.577777863,extend,blank,﻿E,18,NA,NA,6,PASS,19,53,Woman,Secondary education (e.g. GED/GCSE),683.5944
54,0.32222225,trunc,blank,﻿E,29,NA,NA,6,PASS,19,53,Woman,Secondary education (e.g. GED/GCSE),683.5944
54,0.579629686,trunc,label,﻿E,12,NA,NA,6,PASS,19,53,Woman,Secondary education (e.g. GED/GCSE),683.5944
54,0.305555556,trunc,blank,﻿E,34,NA,NA,6,PASS,19,53,Woman,Secondary education (e.g. GED/GCSE),683.5944
54,0.194444444,trunc,blank,﻿E,5,NA,NA,6,PASS,19,53,Woman,Secondary education (e.g. GED/GCSE),683.5944
54,0.268518519,extend,label,﻿E,47,NA,NA,6,PASS,19,53,Woman,Secondary education (e.g. GED/GCSE),683.5944
54,0.422222279,extend,label,﻿E,16,NA,NA,6,PASS,19,53,Woman,Secondary education (e.g. GED/GCSE),683.5944
54,0.566666638,extend,blank,﻿E,2,NA,NA,6,PASS,19,53,Woman,Secondary education (e.g. GED/GCSE),683.5944
54,0.405555584,trunc,blank,﻿E,25,NA,NA,6,PASS,19,53,Woman,Secondary education (e.g. GED/GCSE),683.5944
54,0.424074102,extend,label,﻿E,11,NA,NA,6,PASS,19,53,Woman,Secondary education (e.g. GED/GCSE),683.5944
54,1,extend,blank,﻿AC,54,1,TRUE,6,PASS,19,53,Woman,Secondary education (e.g. GED/GCSE),683.5944
54,0.542592649,trunc,label,﻿E,24,NA,NA,6,PASS,19,53,Woman,Secondary education (e.g. GED/GCSE),683.5944
54,0.375925982,trunc,label,﻿E,8,NA,NA,6,PASS,19,53,Woman,Secondary education (e.g. GED/GCSE),683.5944
54,0.638888889,extend,blank,﻿E,26,NA,NA,6,PASS,19,53,Woman,Secondary education (e.g. GED/GCSE),683.5944
54,0.642592677,trunc,label,﻿E,44,NA,NA,6,PASS,19,53,Woman,Secondary education (e.g. GED/GCSE),683.5944
54,0.562962991,extend,blank,﻿E,38,NA,NA,6,PASS,19,53,Woman,Secondary education (e.g. GED/GCSE),683.5944
54,1,trunc,label,﻿AC,53,1,TRUE,6,PASS,19,53,Woman,Secondary education (e.g. GED/GCSE),683.5944
54,0.525925954,trunc,blank,﻿E,37,NA,NA,6,PASS,19,53,Woman,Secondary education (e.g. GED/GCSE),683.5944
54,0.662963019,extend,blank,﻿E,30,NA,NA,6,PASS,19,53,Woman,Secondary education (e.g. GED/GCSE),683.5944
54,0.598148205,trunc,label,﻿E,48,NA,NA,6,PASS,19,53,Woman,Secondary education (e.g. GED/GCSE),683.5944
54,0.407407407,extend,blank,﻿E,42,NA,NA,6,PASS,19,53,Woman,Secondary education (e.g. GED/GCSE),683.5944
54,0.790740826,extend,label,﻿E,19,NA,NA,6,PASS,19,53,Woman,Secondary education (e.g. GED/GCSE),683.5944
54,0.492592564,trunc,blank,﻿E,13,NA,NA,6,PASS,19,53,Woman,Secondary education (e.g. GED/GCSE),683.5944
54,0.412963019,trunc,label,﻿E,20,NA,NA,6,PASS,19,53,Woman,Secondary education (e.g. GED/GCSE),683.5944
54,0.411111196,extend,blank,﻿E,45,NA,NA,6,PASS,19,53,Woman,Secondary education (e.g. GED/GCSE),683.5944
54,0.544444473,extend,blank,﻿E,21,NA,NA,6,PASS,19,53,Woman,Secondary education (e.g. GED/GCSE),683.5944
54,0.448148233,trunc,label,﻿E,3,NA,NA,6,PASS,19,53,Woman,Secondary education (e.g. GED/GCSE),683.5944
54,0,trunc,label,﻿AC,49,0,TRUE,6,PASS,19,53,Woman,Secondary education (e.g. GED/GCSE),683.5944
54,0.53333339,extend,blank,﻿E,6,NA,NA,6,PASS,19,53,Woman,Secondary education (e.g. GED/GCSE),683.5944
54,0,extend,blank,﻿AC,50,0,TRUE,6,PASS,19,53,Woman,Secondary education (e.g. GED/GCSE),683.5944
54,0.570370427,trunc,label,﻿E,32,NA,NA,6,PASS,19,53,Woman,Secondary education (e.g. GED/GCSE),683.5944
54,0.664814843,extend,label,﻿E,28,NA,NA,6,PASS,19,53,Woman,Secondary education (e.g. GED/GCSE),683.5944
54,0.405555584,trunc,blank,﻿E,22,NA,NA,6,PASS,19,53,Woman,Secondary education (e.g. GED/GCSE),683.5944
54,0.575925898,extend,label,﻿E,31,NA,NA,6,PASS,19,53,Woman,Secondary education (e.g. GED/GCSE),683.5944
54,0.687037009,extend,label,﻿E,40,NA,NA,6,PASS,19,53,Woman,Secondary education (e.g. GED/GCSE),683.5944
